Id,MapId,Coords.x,Coords.y,Coords.z,Amount,Range
10241,21,-35180.72,-7358.118,2770.354,1,500
10241,21,-34200.28,-1425.794,3054,1,500
10242,21,-33677.82,1323.956,2961.927,1,500
10242,21,-33632.95,974.657,2962,1,500
10234,21,-13332.37,-9586.223,54.206,1,500
10234,21,5652.776,-10459.65,-442,1,500
10234,21,-852.55,-10170.41,-305.831,1,500
10234,21,-1458.918,-8162.404,-91.955,1,500
10234,21,6250.596,-10480.01,-442,1,500
10234,21,-15088.52,-7252.131,110.629,1,500
10234,21,-10258.64,-9299.006,586,1,500
10234,21,-3918.205,-8279.575,430,1,500
10234,21,2497.591,-11207.78,-779.636,1,500
10234,21,7358.539,-8953.721,-446.232,1,500
10234,21,4523.691,-10934.98,-611.674,1,500
10234,21,8385.414,-11951.84,-413.998,1,500
10234,21,9441.077,-12763.56,-292.124,1,500
10235,21,-13888.32,-9384.628,54,1,500
10235,21,-7773.821,-8992.62,701.392,1,500
10235,21,-10670.13,-8845.137,586,1,500
10235,21,-12048.5,-9367.965,434,1,500
10235,21,6221.197,-12280.59,-442,1,500
10235,21,7506.908,-12092.7,-414,1,500
10235,21,8194.332,-12105.63,-523.969,1,500
10235,21,6069.918,-11361.95,-441.997,1,500
10235,21,-15299.88,-7181.517,136.98,1,500
10235,21,-11949.76,-8358.363,434,1,500
10235,21,-237.403,-7705.216,-13.921,1,500
10235,21,-1673.836,-8461.554,-85.752,1,500
10233,21,1086.698,-11356.52,-577.997,1,500
10233,21,35.357,-7344.337,-13.993,1,500
10233,21,-303.795,-11577.44,-402,1,500
10233,21,-8112.12,-8988.62,737.138,1,500
10233,21,-14700.41,-10398.39,-68.475,1,500
10233,21,-19023.85,-5124.746,206.904,1,500
10233,21,-848.846,-10276.12,-388.421,1,500
10233,21,9206.307,-7426.894,-281.776,1,500
10233,21,9052.746,-7273.773,-280.844,1,500
10233,21,-2757.031,-9703.57,-129.918,1,500
10233,21,-3204.907,-7560.707,306,1,500
10233,21,-19031.99,-4620.997,290.457,1,500
10233,21,-18639.93,-4846.226,206,1,500
10233,21,-17634.66,-5022.603,250,1,500
10232,21,-13174.5,5676.497,1182,1,500
10232,21,-11504.36,6753.122,1202,1,500
10232,21,-11616.12,-1907.205,1266,1,500
10232,21,-16529.12,-2950.869,242,1,500
10232,21,-19731.37,-2105.024,194,1,500
10231,21,-15697.48,-2494.331,426,1,500
10231,21,-19754.78,-1704.912,194,1,500
10231,21,-11911.66,-1533.151,1266,1,500
10231,21,-13257.84,-2180.293,795.469,1,500
10231,21,-14727.5,-2239.768,586,1,500
10231,21,-19461.37,-4475.066,398,1,500
10231,21,-15548.85,-4377.184,338.631,1,500
10229,21,-11997.52,1294.18,-148.274,1,500
10229,21,6774.153,-3125.658,-229.903,1,500
10229,21,10792.73,-13212.71,-485.418,1,500
10229,21,14337.67,-15939.04,-318.984,1,500
10229,21,12396.04,-16127.94,-338,1,500
10229,21,12760.47,-14771.65,-406,1,500
10229,21,-9326.946,2240.135,6,1,500
10229,21,-18674.12,-2483.053,62.007,1,500
10229,21,-10906.66,1717.44,807.77,1,500
10229,21,-11619.5,1195.027,1598.542,1,500
10227,21,-17151.06,-1020.008,113.121,1,500
10227,21,4052.877,-459.059,-54,1,500
10227,21,7123.267,-3393.496,-230,1,500
10227,21,12298.29,-15013.57,-406,1,500
10227,21,-12268.65,998.584,-149.989,1,500
10227,21,-9428.455,1996.93,6,1,500
10227,21,-15512.28,-289.904,-9.971,1,500
10228,21,-15776.69,-427.505,-9.971,1,500
10228,21,12519.69,-15390.4,-406,1,500
10228,21,19280.11,-6964.535,-749.52,1,500
10228,21,3155.977,3722.042,-621.89,1,500
10228,21,-18890.07,-2873.724,62,1,500
10228,21,3155.977,3722.042,-621.89,1,500
10228,21,-16692.78,-1262.142,52.134,1,500
10230,21,-10262.37,2475.878,1802,1,500
10230,21,8669.472,-3477.753,-230.31,1,500
10230,21,17313.03,-12930.7,-445.172,1,500
10230,21,4169.401,-241.399,-54,1,500
10230,21,-16886.69,-1360.648,134,1,500
10230,21,4169.401,-241.399,-54,1,500
10230,21,-16886.69,-1360.648,134,1,500
10230,21,12705.43,-14528.12,-346.462,1,500
10230,21,16245.95,-14080.26,-310,1,500
10230,21,17363.82,-10868.23,-405.356,1,500
10230,21,18868.84,-6874.292,-749.522,1,500
10230,21,3254.969,2895.673,-618.473,1,500
10230,21,11637.31,-13198.95,-446,1,500
10230,21,16242.58,-13987.19,-310,1,500
10230,21,17203.85,-12259.99,-444.458,1,500
10230,21,17587.48,-10688.49,-326,1,500
10230,21,20121.22,-6682.822,-564.458,1,500
10230,21,-5622.774,3724.455,-202,1,500
10230,21,-10246.85,1112.381,1716.266,1,500
10230,21,-15519.91,-15.883,-10,1,500
10230,21,4734.261,-385.594,-54,1,500
10230,21,8954.259,-4648.266,-294,1,500
10230,21,-13337.03,696.04,-130,1,500
10230,21,-5338.142,4033.796,-230,1,500
10230,21,-13337.03,696.04,-130,1,500
10230,21,4734.261,-385.594,-54,1,500
10245,21,759.122,4989.213,-422.109,1,500
10245,21,4718.252,13917.59,-890.02,1,500
10245,21,-1862.154,3217.795,-167.661,1,500
10245,21,3941.833,15302.5,-1004.94,1,500
10245,21,3911.147,30238.17,-1122.579,1,500
10245,21,3778.492,37097.41,-751.045,1,500
10245,21,-561.839,3483.286,-176.519,1,500
10245,21,-7436.003,2938.595,-42,1,500
10245,21,1925.974,5194.543,-450,1,500
10245,21,-1905.409,4752.162,-481.403,1,500
10245,21,4015.22,30363.61,-1214,1,500
10244,21,-7345.5,3130.51,-41.999,1,500
10244,21,5334.091,13361.77,-883.361,1,500
10244,21,1191.967,3532.208,-397.045,1,500
10244,21,4396.726,15571.69,-953.578,1,500
10244,21,3727.293,31582.53,-1022,1,500
10244,21,5200.861,13533.04,-922,1,500
10251,21,1973.146,1496.398,-349.997,1,500
10251,21,3353.237,1866.377,-393.998,1,500
10251,21,4995.792,11212.32,-841.998,1,500
10251,21,6084.59,13037.1,-695.258,1,500
10251,21,3060.196,-672.24,-149.862,1,500
10251,21,4949.258,-1824.364,-96.003,1,500
10251,21,5509.635,-2320.983,-49.029,1,500
10251,21,-34067.5,-1354.607,3054,1,500
10251,21,-32370.64,4044.628,2722,1,500
10251,21,-6628.51,-19995.84,-565.999,1,500
10251,21,5810.543,5194.175,-437.998,1,500
10251,21,5810.543,5194.175,-437.998,1,500
10251,21,6745.76,9856.189,-697.981,1,500
10251,21,5787.439,8264.105,-871.759,1,500
10251,21,4277.597,-618.949,-102,1,500
10251,21,6480.207,9806.685,-674.92,1,500
10251,21,6390.198,7262.682,-598.24,1,500
10251,21,4322.597,2737.805,-489.979,1,500
10251,21,5986.193,4839.206,-437.996,1,500
10251,21,7075.48,6212.887,-526.837,1,500
10251,21,6647.544,9779.653,-695.346,1,500
10250,21,6530.919,5709.579,-262,1,500
10250,21,6625.624,5953.186,-262,1,500
10250,21,6574.508,8895.505,-598.24,1,500
10250,21,7198.7,7820.717,-598,1,500
10250,21,7135.24,9911.621,-666,1,500
10250,21,6361.306,13335.25,-682,1,500
10250,21,4530.115,3138.843,-366,1,500
10250,21,5646.108,-2214.911,-49,1,500
10250,21,5396.236,12311.57,-710,1,500
10250,21,6059.762,13324.06,-682,1,500
10250,21,4432.236,2077.585,-394,1,500
10250,21,4768.311,-1887.527,-103.967,1,500
10226,21,27780.56,-12118.01,-2192.453,1,500
10226,21,27926.81,-18489.39,-2211.102,1,500
10226,21,29325.58,-22812.07,-2510.103,1,500
10226,21,25866.4,-25744.26,-1916.999,1,500
10226,21,29840.82,-27624.49,-2347.872,1,500
10226,21,25804.99,-9490.972,-1866.602,1,500
10226,21,26266.5,-10544.55,-1934,1,500
10226,21,29386.72,-12582.7,-2437.263,1,500
10226,21,25705.83,-13467.5,-2027.823,1,500
10226,21,27422.12,-15396.84,-2143.905,1,500
10167,21,43811.41,-14933.33,-5173.997,1,500
10167,21,44806.21,-16378.57,-5440.717,1,500
10167,21,49784.04,-8594.675,-5480.067,1,500
10165,21,42480.91,-3565.055,-4605.99,1,500
10165,21,40130.82,-5821.557,-4877.658,1,500
10165,21,39394.97,-22332.61,-3824.978,1,500
10165,21,39364.79,-14737.17,-4338,1,500
10165,21,33937.63,-14185.8,-2847.994,1,500
10165,21,42787.7,-15553.34,-4933.443,1,500
10165,21,43113.17,-14484.27,-4917.998,1,500
10165,21,45657.72,-21502.9,-4850.246,1,500
10165,21,46245.22,-18445.03,-5124.83,1,500
10165,21,47089.13,-15592.85,-5267.793,1,500
10166,21,36781.03,-29979.51,-3314.608,1,500
10166,21,37216.38,-22495.34,-3602.208,1,500
10166,21,40512.64,-23801.31,-4120.149,1,500
10166,21,42881.43,-12828.12,-4921.529,1,500
10225,21,29604.15,-12730.72,-2476.024,1,500
10225,21,28006.93,-17512.55,-2243.682,1,500
10225,21,28455.08,-13160.68,-2437.263,1,500
10225,21,27563.07,-18355.32,-2163.265,1,500
10225,21,28273.49,-19827.91,-2320.927,1,500
10225,21,29394.95,-23041.27,-2491.226,1,500
10225,21,29184.85,-23303.31,-2118.844,1,500
10225,21,26954.1,-20368.13,-2210.656,1,500
10225,21,30040.77,-27473.47,-2311.51,1,500
10225,21,24908.95,-7599.044,-1663.213,1,500
10164,21,39078.78,-20902.89,-3670.668,1,500
10164,21,39771.56,-17874.86,-4217.785,1,500
10164,21,38278.91,-17911,-3765.657,1,500
10164,21,36642.93,-15795.56,-3690.318,1,500
10164,21,36566.34,-13689.63,-3712.958,1,500
10164,21,41298.44,-14516.39,-4752.649,1,500
10210,21,-15933.12,14671.73,482.732,1,500
10210,21,-18638.61,16838.81,850,1,500
10210,21,-20351.64,18420.79,1022,1,500
10210,21,-22646.25,18871.59,1010,1,500
10210,21,-24066.53,18429.33,1278,1,500
10210,21,-26004.37,18712.48,1469.314,1,500
10210,21,-28430.41,20799.79,1463.914,1,500
10210,21,-28916.83,22496.83,1329.939,1,500
10210,21,-30875.82,24216.68,1130,1,500
10210,21,-32871.13,19305.43,1526,1,500
10210,21,-33059.53,24267.38,1314,1,500
10210,21,-32923.2,22564.19,1320.467,1,500
10210,21,-29216.09,25021.02,1320.467,1,500
10210,21,-33802.91,17659.89,1554,1,500
10210,21,-33073.52,26157.77,912.259,1,500
10210,21,-35491.39,24592.34,1271.186,1,500
10210,21,-36863.98,27527.58,1734.213,1,500
10210,21,-31333.78,29855.89,924.232,1,500
10210,21,-25925.79,29290.19,1174,1,500
10210,21,5982.101,21363.49,-1770,1,500
10210,21,4222.865,27910.18,-1386,1,500
10210,21,4466.479,33821.6,-758,1,500
10210,21,5143.975,38914.54,-670,1,500
10210,21,-33819.64,15208.01,1986,1,500
10210,21,-28683.35,22496.83,1329.939,1,500
10210,21,-31145.97,24469.7,1130,1,500
10210,21,-32711.79,25472.8,912.257,1,500
10210,21,-33819.64,15208.01,1986,1,500
10210,21,-28683.35,22496.83,1329.939,1,500
10210,21,-28494.39,20848.68,1470,1,500
10210,21,-28727.16,24715.96,1046.761,1,500
10210,21,-29253.9,24912.67,1320.467,1,500
10210,21,-32711.79,25472.8,912.257,1,500
10210,21,-37076.91,27195.31,1740.971,1,500
10210,21,-42548.87,32749.29,1426,1,500
10210,21,-36039.84,36029.41,1066.751,1,500
10210,21,-35198.02,36852.22,1442,1,500
10210,21,-31982.35,53537.81,1510,1,500
10210,21,-34952.72,58020.6,1914,1,500
10206,21,-35137.3,25057.82,904.171,1,500
10206,21,-37260.81,25469.35,1347.467,1,500
10206,21,-37857.87,24039.88,1278.462,1,500
10206,21,-33867.75,30993.43,921.739,1,500
10206,21,-33351.16,22041.09,1189.84,1,500
10206,21,-34604.5,23303.39,1230.981,1,500
10206,21,-33145.53,27472.88,895.996,1,500
10206,21,-30925.46,28588.62,894.078,1,500
10206,21,-33862.81,30990.92,925.872,1,500
10206,21,-36180.02,32049.12,930.89,1,500
10206,21,-32352.61,33516.91,1802.001,1,500
10206,21,-31319.33,34163.62,1718.052,1,500
10206,21,-30038.51,34502.87,1521.114,1,500
10206,21,-35199.86,34950.64,902.486,1,500
10206,21,-29866.19,35857.17,1185.695,1,500
10206,21,-27202.85,34154.99,1055.194,1,500
10206,21,-30957.33,36414.12,1055.63,1,500
10206,21,-35756.91,38622.66,1322,1,500
10206,21,-26512.13,32677.22,1046.5,1,500
10206,21,-33145.53,27472.88,895.996,1,500
10206,21,-30925.46,28588.62,894.078,1,500
10206,21,-31810.81,43237.11,1327.81,1,500
10206,21,-30905.87,36806.93,1056.186,1,500
10206,21,-30412.49,45826.56,1035.374,1,500
10206,21,-30110.23,49023.81,991.87,1,500
10206,21,-35159.74,55883,2256.573,1,500
10206,21,-33223.72,56457.45,1954.928,1,500
10206,21,-37780.36,58067.06,1974,1,500
10205,21,-35829.34,22199.22,1242.448,1,500
10205,21,-33092.3,27154.4,914.929,1,500
10205,21,-28874.56,27717.63,1022,1,500
10205,21,-29397.68,29458.2,892.575,1,500
10205,21,-26230.31,30851.45,1068.763,1,500
10205,21,-34239.86,25346.11,902,1,500
10205,21,-32854.34,27747.97,924.722,1,500
10205,21,-28280.1,27808.53,1064.616,1,500
10205,21,-33206.19,55658.82,1906.337,1,500
10205,21,-32257.46,56881.73,1926.062,1,500
10205,21,-32854.34,27747.97,924.722,1,500
10205,21,-40921.41,26781.53,1378.891,1,500
10205,21,-42257.2,32118.9,1270.251,1,500
10205,21,-42823.2,30133.27,1236.591,1,500
10209,21,-36018.88,22740.71,1196.314,1,500
10209,21,-36560,23167.18,1184.5,1,500
10209,21,-29115.66,24755.75,1055.145,1,500
10209,21,-29653.91,27072.67,1066.009,1,500
10209,21,-31023.63,29549.17,892.421,1,500
10209,21,-32719.4,29618.5,903.288,1,500
10209,21,-35150.26,32151.69,964.484,1,500
10209,21,-33114.82,36285.86,994.004,1,500
10209,21,-36737.75,34834.66,906.233,1,500
10209,21,-30973.79,9087.262,2058,1,500
10209,21,-32588.08,12012.27,1640.246,1,500
10209,21,-34237.86,13648.8,1724.896,1,500
10209,21,-34184.48,16187.06,1730,1,500
10209,21,-33872.01,17195.14,1544.669,1,500
10209,21,-33090.25,18743.24,1420.081,1,500
10209,21,-30157.02,21280.91,1282.895,1,500
10209,21,-31023.63,29549.17,892.421,1,500
10209,21,-32719.4,29618.5,903.288,1,500
10209,21,-32631.53,36414.75,1050.845,1,500
