Id,MapId,Coords.x,Coords.y,Coords.z,Amount,Range
10204,23,20605.52,-26217.65,-7753.002,1,500
10204,23,19392.42,-25715.89,-7182.129,1,500
10204,23,11064.28,-25354.62,-7912.699,1,500
10204,23,11931.35,-21765.13,-6900.697,1,500
10204,23,4169.76,-22753.86,-8414.811,1,500
10204,23,3498.349,-21129.1,-8419.646,1,500
10204,23,-5575.344,-14907.4,-8858.963,1,500
10204,23,-8891.634,-15904.49,-8917.073,1,500
10204,23,-12165.97,-15479.4,-9352.667,1,500
10204,23,-14937.92,-13158.57,-9774.734,1,500
10204,23,-20559.38,-8130.193,-9994.759,1,500
10204,23,-4060.649,8288.624,-10382.76,1,500
10204,23,-6396.76,14146.13,-11042.1,1,500
10204,23,-8141.822,16387.48,-10766.39,1,500
10204,23,-6135.922,18809.26,-11054.9,1,500
10204,23,3599.87,20778.77,-11518,1,500
10204,23,-2146.676,30985.4,-11742.06,1,500
10207,23,20358.88,-31080.82,-7540.966,1,500
10207,23,13852.26,-24549.75,-7144.756,1,500
10207,23,7294.101,-24354.56,-8381.077,1,500
10207,23,-18041.77,-10223.13,-10037.62,1,500
10207,23,-21230.96,-8875.427,-10034.24,1,500
10207,23,-23588.74,-6414.742,-10029.72,1,500
10207,23,-18061.27,-3042.815,-9894,1,500
10248,23,-24718.88,-3300.404,-10064.71,1,500
10248,23,-18767.95,3698.582,-10235.64,1,500
10248,23,-28094.21,29544.69,-12287.71,1,500
10248,23,-29111.96,32001.07,-12054.89,1,500
10248,23,-35665.25,38305.02,-12035.07,1,500
10248,23,-46098.66,25186.62,-11459.34,1,500
10248,23,-49252.46,14202.83,-10942,1,500
10248,23,-43819.02,-4583.298,-10042.52,1,500
10212,23,-17604.01,968.73,-9991.663,1,500
10212,23,-15993.49,8487.145,-9910.848,1,500
10212,23,-12877.75,6395.638,-10721.74,1,500
10212,23,-6973.404,10805.45,-11141.04,1,500
10212,23,-13090.51,33602,-12638.41,1,500
10212,23,-15031.03,28618.22,-12644.25,1,500
10212,23,-16828.5,25396.56,-12429.48,1,500
10212,23,-44166.36,34620.56,-11997.68,1,500
10212,23,-33106.89,-1519.879,-10075.76,1,500
10212,23,-29496.3,-577.629,-9996.395,1,500
10212,23,-26605.99,-1017.886,-10030.63,1,500
10249,23,-16730.04,6423.811,-10225.93,1,500
10249,23,-18948.04,6525.1,-10037.65,1,500
10249,23,-6596.521,7414.091,-10814.6,1,500
10249,23,-17814.94,23267.59,-12224.76,1,500
10249,23,-30049.34,34469.01,-11861,1,500
10249,23,-32709.56,36714.23,-11612.01,1,500
10249,23,-51194.09,9665.935,-10751.21,1,500
10249,23,-48024.27,2199.167,-10319.21,1,500
10249,23,-47832.43,-818.765,-10260.31,1,500
10249,23,-42042.93,-4196.726,-9954.803,1,500
10246,23,-12862.18,10050.72,-9768.102,1,500
10246,23,-9737.647,6191.675,-10855.31,1,500
10246,23,-21826.43,21362.52,-12267.37,1,500
10246,23,-24111.42,22241.24,-12516.48,1,500
10246,23,-45256.7,27638.63,-11638.93,1,500
10246,23,-45495.39,19690.52,-11195.07,1,500
10246,23,-39059.45,-3276.614,-10080,1,500
10201,23,-8400.585,2094.517,-9718.202,1,500
10201,23,-5476.954,16740.42,-11409.99,1,500
10201,23,3709.583,22914.93,-11861.89,1,500
10201,23,-283.079,26035.54,-11334.32,1,500
10211,23,-8801.332,13503.35,-10686.18,1,500
10211,23,-39340.45,37552.57,-12001.24,1,500
10211,23,-44237.14,36580.83,-12078.85,1,500
10211,23,-45599.41,22049.92,-11184.91,1,500
10211,23,-46094.19,16603.67,-11101.19,1,500
10211,23,-50158.61,11506.48,-10835.92,1,500
10211,23,-49518.53,5273.061,-10449.22,1,500
10211,23,-46320.95,-3547.478,-10144.59,1,500
10211,23,-36146.71,-3130.45,-10065.82,1,500
10202,23,1211.961,18665.29,-11366.92,1,500
10237,23,979.916,27356.17,-11801.87,1,500
10237,23,186.198,33471.11,-12298.03,1,500
10237,23,1089.708,37355.96,-12775.85,1,500
10237,23,10009.56,40954.33,-13197.62,1,500
10237,23,-7312.727,36918.36,-12589.17,1,500
10237,23,-10246.15,36552.07,-12617.23,1,500
10236,23,1058.853,30638.23,-12214,1,500
10236,23,3426.248,34002.32,-12422,1,500
10236,23,8133.169,37862.29,-13224.77,1,500
10236,23,10548.69,34657.59,-12629.94,1,500
10236,23,3724.18,39122.09,-12578,1,500
10236,23,7480.328,40127.51,-13237.74,1,500
10236,23,-1108.199,39488.71,-12583.26,1,500
10236,23,1505.189,42245.65,-12964.4,1,500
10236,23,-4960.519,39185.34,-12570.09,1,500
10238,23,5624.749,43184.77,-13180.34,1,500
10247,23,-14061.82,30939.17,-12638.2,1,500
10247,23,-24807.89,24392.19,-12667.37,1,500
10247,23,-25679.67,26525.12,-12219.45,1,500
10247,23,-37167.54,38176.84,-12108.51,1,500
10247,23,-41033.83,37875.57,-12122.79,1,500
10247,23,-42501.06,31719.88,-11822,1,500
10247,23,-45307.89,30297,-11645.14,1,500
10247,23,-50290.25,7653.828,-10665.18,1,500
10243,23,-43951.91,38891.28,-12230,1,500
10204,23,36608,-30498,0,1,750
10214,23,33811,-25332,0,1,750
10213,23,23806,-25944,0,1,500
10204,23,-8076,-16835,0,1,500
10200,23,-18248,4539,0,1,500
10207,23,-17485,920,0,1,500
10202,23,-3832,-4398,0,1,500
10211,23,2183,-8231,0,1,500
10203,23,7475,-8438,0,1,500
10202,23,13963,-6763,0,1,500
10211,23,-4349,-4084,0,1,500
10201,23,-36168,-11469,0,1,500
10213,23,-34451,-13264,0,1,500
10197,23,-31127,-15264,0,1,500
10205,23,-43625,37389,0,1,500
10204,23,-15520,26850,0,1,500
10198,23,-18598,3002,0,1,400
10205,23,7381,1389,0,1,400
10207,23,11660,-2063,0,1,400
10209,23,11507,-7504,0,1,400
10213,23,7000,-8597,0,1,400
10200,23,16449,4435,0,1,400
10197,23,18815,7240,0,1,400
10200,23,22433,4698,0,1,400
10206,23,21286,859,0,1,400
10210,23,22962,251,0,1,400
10211,23,26536,2169,0,1,400
10209,23,27090,-393,0,1,400
10202,23,26357,-1321,0,1,400
10208,23,27695,-1759,0,1,400
10197,23,31647,648,0,1,400
10206,23,32279,3385,0,1,400
10200,23,32797,5190,0,1,400
10209,23,33568,9149,0,1,400
10215,23,30066,11619,0,1,400
10207,23,29461,12804,0,1,400
10212,23,28800,15613,0,1,400
10203,23,29616,18872,0,1,400
10202,23,28708,18763,0,1,400
10205,23,27943,14844,0,1,400
10197,23,20998,14775,0,1,400
10199,23,17214,13779,0,1,400
10204,23,17227,10382,0,1,400
10205,23,21414,13330,0,1,100
10208,23,22515,19809,0,1,100
10210,23,31903,-920,0,1,100
10211,23,31345,2907,0,1,100
10216,23,26600,7129,0,1,1500
10215,23,26600,7129,0,1,1500
10197,23,12916,-19031,0,1,500
10203,23,12120,-15697,0,1,500
10210,23,14667,-9714,0,1,500
10201,23,17679,-10483,0,1,500
10198,23,16864,-17282,0,1,500
10206,23,12203,-22345,0,1,500
10203,23,14762,-5228,0,1,500
10199,23,12719,-2682,0,1,500
10213,23,9942,-1627,0,1,500
10211,23,7206,1407,0,1,500
10208,23,9535,5739,0,1,500
10198,23,16327,5385,0,1,500
10200,23,19141,5714,0,1,500
10202,23,21105,6316,0,1,500
10205,23,23748,4274,0,1,500
10207,23,25654,4979,0,1,500
10201,23,28415,3777,0,1,500
10214,23,30993,5345,0,1,500
10198,23,31845,7436,0,1,500
10202,23,32548,9951,0,1,500
10203,23,32167,12688,0,1,500
10201,23,26571,12535,0,1,500
10214,23,23352,13264,0,1,500
10209,23,19095,14169,0,1,500
10203,23,18093,10810,0,1,500
10211,23,24809,16233,0,1,500
10213,23,24855,10807,0,1,500
10201,23,26610,8399,0,1,500
10199,23,27677,6313,0,1,500
10214,23,26920,5624,0,1,500
10210,23,29434,18887,0,1,250
10236,23,15526.43,42813.16,-12932.98,1,500
10237,23,5824.648,450101.66,-13404.18,1,500
10236,23,6952.993,52232.79,-13184.92,1,500
10237,23,1020,45642,-13105.28,1,500
10237,23,698.716,47863,-13404.33,1,500
